person_id,product_id
1653,6
1658,6
1658,5
1658,7
1659,6
1659,7
1659,5
1660,5
1660,8
1660,6
1661,5
1661,7
1662,7
1662,5
1663,7
1663,5
1675,5
1675,7
1676,8
1676,7
1676,6
1677,8
1677,7
1678,7
1678,6
1678,5
1679,6
1679,8
1679,5
1680,5
1680,8
1680,6
1683,8
1683,6
1684,8
1684,6
1684,7
1685,6
1685,5
1685,7
1686,6
1686,5
1687,5
1687,6
1688,8
1688,5
1729,6
1729,7
1729,5
1730,7
1730,8
1730,6
1731,7
1731,5
1732,8
1732,5
1732,7
1733,5
1733,8
1733,7
1734,8
1734,5
1734,6
1788,5
1788,8
1788,7
1789,5
1789,6
1789,7
1790,8
1791,7
1791,5
1791,8
1792,5
1792,8
1792,6
1793,7
1793,5
1793,6
1843,5
1843,8
1843,6
1844,7
1844,8
1844,6
1845,8
1845,7
1846,8
1846,7
1846,5
1847,8
1847,7
1848,5
1848,7
1848,8
1887,7
1887,6
1887,8
1888,5
1888,7
1889,8
1889,5
1890,7
1890,5
1890,8
1890,6
1891,8
1891,5
1891,6
1891,7
1892,6
1892,7
1892,5
1893,7
1893,5
1894,7
1894,8
1895,7
1895,8
1895,6
1896,7
1896,8
1896,5
1897,6
1897,5
1898,8
1898,5
1898,7
1938,8
1938,5
1938,7
1938,6
1939,8
1939,5
1939,7
1939,6
1940,7
1940,5
1940,6
1941,6
1941,8
1942,8
1942,7
1942,5
1943,7
1943,6
1946,6
1946,7
1947,8
1947,6
1947,7
1948,5
1948,6
1948,8
1949,6
1949,7
1949,8
1950,6
1950,7
1950,8
1951,8
1951,7
1951,6
1961,8
1961,7
1961,6
1962,8
1962,6
1962,5
1963,6
1963,7
1963,8
1964,7
1964,5
1965,8
1965,5
1965,7
1966,7
1966,8
1966,5
1966,6
1989,8
1989,5
1989,6
1990,6
1990,5
1990,8
1991,7
1991,8
1992,8
1992,5
1992,7
1993,7
1993,5
1994,6
1994,5
2006,8
2006,5
2006,7
2007,6
2007,5
2008,5
2008,7
2009,6
2009,8
2009,7
2010,8
2010,7
2010,5
2011,5
2011,8
2011,7
2048,6
2048,7
2049,5
2049,6
2049,7
2049,8
2050,8
2050,7
2050,5
2051,6
2051,5
2052,7
2052,5
2052,6
2052,8
2053,7
2053,5
2053,8
2070,6
2070,5
2070,7
2071,6
2072,8
2072,5
2072,6
2073,6
2073,7
2073,5
2074,8
2074,7
2075,6
2075,7
2098,6
2098,8
2098,5
2099,6
2099,7
2099,5
2100,6
2100,7
2100,5
2101,8
2101,6
2101,5
2101,7
2102,7
2102,5
2103,6
2103,8
2141,6
2141,7
2141,8
2142,8
2142,6
2143,7
2143,8
2144,5
2144,7
2145,8
2145,5
2146,8
2146,6
2146,5
2188,6
2188,5
2189,6
2189,7
2189,5
2190,8
2190,7
2191,8
2191,6
2191,5
2192,6
2192,8
2192,5
2193,6
2193,8
2220,5
2220,6
2220,8
2221,6
2221,8
2222,5
2222,6
2223,8
2223,7
2223,6
2224,7
2224,6
2224,8
2225,5
2225,8
2225,7
2256,5
2256,6
2257,7
2257,6
2257,8
2258,8
2258,6
2258,7
2259,8
2259,5
2259,6
2259,7
2260,5
2260,8
2260,6
2260,7
2261,6
2261,8
2261,7
2283,7
2283,8
2283,6
2284,8
2285,8
2285,6
2286,6
2286,5
2286,7
2286,8
2287,6
2287,8
2287,7
2288,6
2288,5
2324,7
2324,6
2324,8
2325,7
2325,6
2325,8
2326,6
2326,5
2327,8
2327,5
2328,6
2328,7
2328,5
2329,6
2329,8
2329,5
2393,8
2393,5
2393,7
2394,8
2394,5
2394,6
2395,6
2395,7
2396,7
2396,5
2396,8
2397,5
2397,6
2397,8
2397,7
2398,6
2398,5
2429,7
2429,8
2429,5
2430,7
2430,8
2430,6
2431,8
2431,7
2431,6
2432,7
2432,6
2432,5
2433,6
2433,8
2433,5
2433,7
2434,8
2434,5
2434,7
2495,5
2495,6
2495,7
2496,5
2496,8
2497,7
2497,6
2498,7
2498,5
2498,6
2499,7
2499,5
2499,6
2500,7
2500,6
2500,8
2547,7
2547,6
2547,8
2547,5
2548,7
2548,6
2548,8
2549,6
2549,7
2549,5
2550,7
2550,8
2550,6
2551,6
2551,8
2551,7
2552,7
2552,8
2552,6
2606,6
2606,8
2606,7
2607,5
2607,7
2607,6
2607,8
2608,8
2608,6
2609,6
2609,7
2609,5
2610,7
2610,5
2610,8
2610,6
2611,8
2611,6
2611,5
2631,5
2631,8
2631,7
2632,7
2632,8
2632,6
2633,5
2633,7
2633,8
2634,5
2634,8
2634,7
2635,5
2635,6
2636,8
2636,6
2661,5
2661,8
2662,8
2662,6
2662,7
2663,5
2663,8
2663,7
2664,8
2664,5
2664,6
2665,5
2665,6
2665,8
2666,7
2666,5
2666,8
2730,8
2730,6
2731,5
2731,8
2732,6
2732,8
2732,5
2733,6
2733,8
2733,5
2734,5
2734,7
2735,6
2735,5
2735,8
2785,6
2785,8
2786,5
2786,7
2786,6
2787,7
2787,6
2787,5
2788,8
2788,6
2788,7
2789,8
2789,5
2789,6
2790,5
2790,8
2791,5
2791,8
2792,6
2792,7
2792,8
2793,8
2793,7
2794,8
2794,6
2794,5
2794,7
2795,6
2795,5
2796,7
2796,8
2796,5
2810,8
2811,6
2811,7
2812,7
2812,6
2813,8
2813,7
2814,7
2814,5
2815,6
2815,7
2815,8
2828,6
2828,7
2828,5
2829,7
2829,8
2829,5
2830,6
2830,5
2831,5
2831,7
2831,6
2832,7
2832,6
2833,6
2833,7
2833,8
2872,7
2872,8
2872,5
2873,7
2873,5
2873,6
2874,8
2874,5
2875,7
2875,6
2875,5
2876,7
2876,6
2876,8
2877,5
2877,7
2877,8
2910,8
2910,7
2910,6
2910,5
2911,8
2911,5
2911,7
2912,8
2912,7
2913,8
2913,5
2913,7
2913,6
2914,5
2914,7
2914,6
2915,7
2915,8
2915,5
2915,6
2940,6
2940,8
2940,5
2941,6
2941,8
2941,7
2942,6
2942,5
2942,8
2942,7
2943,8
2943,7
2944,6
2944,7
2944,5
2945,8
2945,7
2973,7
2973,8
2974,8
2974,5
2974,6
2975,5
2975,7
2975,6
2976,6
2976,5
2977,8
2977,6
2978,8
2978,6
2978,5
2980,8
2980,6
2980,5
2981,8
2981,7
2981,5
2982,7
2982,8
2982,5
2983,6
2983,8
2983,7
2984,7
2984,5
2985,6
2985,7
2985,5
3038,7
3038,8
3039,8
3039,5
3039,7
3040,5
3040,6
3041,6
3041,7
3041,8
3042,8
3042,5
3042,6
3043,8
3043,6
3043,5
3074,5
3074,7
3074,6
3075,6
3075,8
3075,5
3076,7
3076,5
3077,7
3077,8
3077,6
3077,5
3078,8
3078,5
3078,7
3079,6
3079,8
3079,7
3103,8
3103,7
3103,6
3104,5
3104,6
3104,7
3105,7
3105,5
3105,6
3106,6
3106,8
3106,5
3107,5
3107,7
3107,6
3107,8
3108,6
3108,7
3108,8
3159,8
3159,6
3159,7
3160,6
3160,5
3161,8
3161,5
3161,7
3162,5
3162,8
3163,6
3163,7
3164,7
3164,6
3199,8
3199,6
3199,7
3200,7
3200,6
3201,8
3201,7
3201,5
3202,6
3202,8
3202,5
3203,6
3203,8
3203,5
3204,5
3204,6
3204,7
3226,6
3226,5
3226,8
3227,7
3227,8
3227,5
3228,8
3228,6
3228,7
3229,6
3229,8
3230,8
3230,6
3230,5
3231,5
3231,7
3231,6
3291,6
3292,8
3292,7
3292,5
3293,7
3293,6
3293,8
3294,6
3294,7
3294,8
3295,7
3295,5
3295,8
3296,7
3296,5
3296,6
3331,8
3331,5
3331,7
3331,6
3332,8
3332,7
3332,6
3333,6
3333,7
3334,7
3334,6
3335,7
3335,5
3335,8
3336,7
3336,6
3336,5
3347,7
3347,8
3347,6
3347,5
3348,6
3348,8
3348,7
3349,7
3349,8
3349,6
3349,5
3350,5
3350,7
3351,8
3351,5
3351,7
3352,7
3352,6
3352,5
3377,8
3377,5
3377,7
3378,5
3378,8
3378,7
3379,6
3379,5
3380,6
3380,8
3381,8
3381,5
3381,7
3381,6
3382,6
3382,7
3382,8
3419,6
3419,5
3420,8
3420,5
3420,7
3421,8
3421,6
3422,6
3422,7
3422,5
3422,8
3423,8
3423,5
3423,7
3424,5
3424,7
3424,8
3472,5
3472,7
3472,8
3473,7
3473,8
3473,5
3474,6
3474,5
3475,6
3475,5
3476,8
3476,6
3476,7
3477,5
3477,7
3525,8
3525,5
3525,7
3525,6
3526,5
3526,8
3526,7
3527,8
3527,7
3527,5
3528,8
3528,7
3529,5
3529,7
3529,6
3530,7
3530,8
3530,5
3532,6
3532,8
3532,5
3533,8
3533,5
3533,6
3534,5
3534,7
3534,8
3535,6
3536,7
3536,6
3536,8
3537,5
3537,7
3537,6
3553,8
3554,6
3554,7
3554,5
3554,8
3555,8
3555,7
3556,6
3556,5
3556,8
3557,5
3557,8
3557,7
3557,6
3558,7
3558,6
3558,8
3567,6
3567,7
3567,8
3568,5
3568,8
3568,7
3568,6
3569,7
3569,5
3569,6
3570,5
3570,7
3570,8
3571,6
3571,5
3571,7
3572,7
3572,8
3572,6
3602,5
3602,8
3602,7
3603,6
3603,8
3603,5
3604,6
3604,5
3604,7
3605,8
3605,7
3605,6
3605,5
3606,7
3606,5
3606,6
3606,8
3607,7
3607,6
3607,5
3665,5
3665,7
3665,6
3666,7
3666,8
3667,5
3667,6
3667,7
3668,8
3668,6
3668,5
3669,8
3669,7
3669,6
3670,8
3670,6
3670,7
3721,8
3721,7
3721,5
3722,6
3722,7
3722,5
3723,7
3723,5
3723,8
3724,6
3724,7
3724,8
3725,7
3725,8
3726,6
3726,8
3726,7
3726,5
3738,5
3738,8
3739,5
3739,7
3739,6
3740,8
3740,6
3740,7
3741,8
3741,6
3741,7
3742,6
3742,5
3743,6
3743,8
3788,8
3788,6
3788,7
3788,5
3789,5
3789,8
3790,6
3790,8
3790,7
3791,7
3791,5
3792,6
3792,5
3792,7
3793,5
3793,8
3793,7
3805,8
3805,6
3806,7
3806,6
3806,5
3807,6
3807,5
3807,7
3808,5
3808,7
3808,6
3809,7
3809,8
3810,5
3810,8
3829,5
3829,6
3829,7
3830,8
3830,5
3831,6
3831,5
3831,7
3832,7
3832,5
3833,5
3833,6
3833,8
3834,6
3834,5
3834,7
3838,5
3838,6
3838,8
3839,8
3839,5
3840,5
3841,5
3841,8
3841,6
3842,7
3842,8
3843,5
3843,7
3843,6
3875,8
3875,7
3876,5
3876,8
3876,6
3877,8
3878,5
3878,8
3879,6
3879,7
3879,8
3880,8
3880,7
3915,8
3915,7
3915,5
3916,6
3916,8
3917,8
3917,7
3917,6
3918,8
3918,7
3918,5
3919,6
3919,7
3920,7
3920,5
3920,6
3941,5
3941,8
3941,6
3942,7
3942,5
3943,7
3943,5
3943,6
3944,5
3944,8
3944,7
3945,8
3945,6
3945,5
3946,5
3946,8
3946,6
3946,7
3950,7
3950,5
3950,6
3951,5
3951,6
3952,8
3952,6
3952,7
3953,5
3953,7
3953,8
3953,6
3954,5
3954,7
3955,5
3955,8
3955,7
3969,6
3969,8
3970,6
3970,8
3971,8
3971,5
3972,6
3972,5
3973,8
3973,5
3974,5
3974,6
3974,7
4000,7
4000,5
4000,6
4001,6
4001,7
4002,8
4002,7
4002,5
4002,6
4003,6
4003,7
4003,8
4004,8
4005,6
4005,5
4005,7
4043,6
4043,7
4043,8
4044,7
4044,6
4044,5
4045,6
4045,7
4045,8
4045,5
4046,6
4046,5
4046,7
4047,8
4047,7
4048,7
4048,8
4048,6
4055,7
4055,8
4055,6
4056,6
4056,8
4057,7
4057,6
4058,8
4058,5
4058,7
4059,6
4059,7
4060,8
4060,7
4060,5
4122,6
4122,8
4122,7
4123,8
4123,7
4124,7
4124,6
4125,8
4125,6
4125,5
4126,8
4126,5
4126,6
4127,5
4127,7
4141,6
4141,8
4141,5
4142,8
4142,5
4143,6
4143,7
4143,5
4144,6
4144,5
4144,8
4145,7
4145,5
4146,6
4146,5
4146,7
4146,8
4193,7
4193,6
4194,6
4194,5
4195,7
4195,6
4196,7
4196,8
4197,6
4197,8
4197,7
4198,7
4198,8
4198,5
4234,8
4234,7
4234,6
4235,7
4235,8
4236,5
4236,6
4236,7
4237,8
4237,7
4237,6
4238,6
4238,8
4238,7
4239,5
4239,8
4239,7
4245,6
4245,8
4245,5
4246,5
4246,8
4247,8
4247,6
4248,8
4248,5
4248,7
4249,5
4249,8
4250,5
4250,7
4250,6
4250,8
4292,5
4292,7
4292,6
4293,8
4293,7
4293,5
4294,7
4294,6
4295,5
4295,8
4295,6
4296,8
4296,7
4296,6
4297,6
4297,8
4319,6
4319,5
4320,7
4320,6
4320,8
4320,5
4321,7
4321,5
4322,7
4322,8
4322,5
4322,6
4323,8
4323,7
4324,8
4324,6
4324,5
4327,7
4327,6
4328,8
4328,6
4328,7
4329,6
4329,5
4329,8
4330,5
4330,8
4330,7
4331,8
4331,7
4331,5
4332,7
4332,8
4332,6
4361,7
4361,8
4361,5
4361,6
4362,8
4362,6
4363,5
4363,8
4363,7
4364,6
4364,5
4364,7
4364,8
4365,7
4365,5
4365,6
4366,5
4366,8
4405,6
4405,7
4405,8
4406,5
4406,7
4406,6
4407,5
4407,6
4407,8
4408,8
4408,5
4408,7
4409,6
4409,5
4409,7
4410,6
4410,7
4410,5
4430,7
4430,8
4430,6
4431,8
4431,7
4431,5
4432,7
4432,6
4432,5
4433,6
4433,7
4433,8
4434,5
4434,6
4434,8
4435,6
4435,8
4462,8
4462,7
4462,5
4462,6
4463,7
4463,8
4464,6
4464,5
4465,7
4465,8
4465,5
4466,6
4466,7
4466,8
4467,5
4467,7
4467,8
4496,5
4496,6
4496,7
4497,8
4497,6
4498,5
4498,7
4498,8
4499,8
4499,5
4499,7
4500,8
4500,6
4500,5
4500,7
4501,5
4501,6
4502,8
4502,6
4502,5
4503,7
4503,6
4504,6
4504,7
4504,5
4504,8
4505,5
4505,8
4505,7
4506,5
4506,7
4506,8
4507,7
4507,8
4507,6
4565,5
4565,8
4566,5
4566,6
4566,7
4566,8
4567,6
4567,5
4568,7
4568,8
4568,5
4569,6
4569,5
4569,8
4570,8
4570,7
4570,6
4584,8
4584,7
4584,6
4585,8
4585,6
4586,5
4586,7
4586,6
4587,8
4587,7
4587,5
4588,5
4588,8
4588,7
4589,5
4589,6
4591,6
4591,5
4591,7
4592,8
4592,5
4593,6
4593,8
4593,7
4594,6
4594,7
4594,8
4595,8
4595,5
4596,5
4596,8
4596,6
4637,8
4637,6
4637,7
4637,5
4638,8
4638,7
4638,5
4639,8
4639,5
4639,6
4640,7
4640,6
4640,8
4641,5
4641,8
4641,6
4642,5
4642,8
4643,8
4643,7
4643,6
4644,8
4644,6
4645,6
4645,7
4645,5
4646,5
4646,8
4646,6
4647,5
4647,8
4648,6
4648,5
4684,7
4684,8
4684,5
4685,6
4685,7
4686,7
4686,6
4686,5
4687,8
4687,5
4687,6
4688,8
4688,6
4688,7
4689,7
4689,8
4689,5
4716,5
4716,8
4716,7
4717,7
4717,5
4717,6
4718,5
4718,7
4718,8
4719,5
4719,7
4719,6
4720,5
4720,6
4721,6
4721,5
4776,7
4776,6
4776,5
4777,5
4777,6
4777,7
4778,8
4778,5
4778,7
4779,8
4779,7
4779,6
4780,5
4780,6
4781,5
4781,7
4781,6
4824,7
4824,5
4824,6
4825,7
4825,8
4826,8
4826,7
4826,5
4827,5
4827,8
4828,7
4828,8
4829,5
4829,6
4829,8
4839,5
4839,6
4839,7
4840,5
4840,6
4840,7
4841,6
4841,8
4841,7
4842,6
4842,5
4842,8
4843,8
4843,5
4844,5
4844,8
4844,6
4900,6
4900,5
4900,7
4901,8
4901,5
4901,7
4902,5
4902,6
4902,7
4903,8
4903,7
4903,6
4904,6
4904,7
4904,8
4905,5
4905,8
4905,7
4959,5
4959,8
4960,5
4960,6
4961,8
4961,6
4961,7
4962,5
4962,8
4962,7
4963,5
4963,7
4963,8
4964,8
4964,5
4994,6
4994,8
4994,7
4995,6
4995,7
4996,5
4996,8
4996,7
4997,7
4997,5
4998,6
4998,8
4998,5
4999,5
4999,6
4999,7
5042,7
5042,6
5043,7
5043,6
5043,5
5044,8
5044,6
5044,7
5045,7
5045,5
5046,8
5047,7
5047,6
5091,6
5091,5
5091,8
5092,7
5092,8
5092,5
5093,7
5093,5
5093,8
5094,8
5094,6
5094,5
5095,5
5095,8
5095,6
5095,7
5096,6
5096,5
5096,7
5099,8
5100,7
5100,8
5100,5
5101,6
5101,8
5102,5
5102,6
5102,8
5103,6
5103,7
5103,8
5103,5
5104,7
5104,8
5104,5
5136,8
5136,5
5136,7
5137,5
5137,8
5137,6
5138,5
5138,7
5138,8
5139,5
5140,5
5140,6
5140,7
5141,8
5141,5
5141,6
5155,7
5155,5
5155,6
5156,8
5156,6
5156,7
5157,8
5157,7
5158,5
5158,6
5158,7
5159,6
5159,8
5159,7
5160,5
5160,8
5160,6
5160,7
5167,5
5167,8
5167,6
5168,7
5168,5
5168,8
5169,8
5169,7
5169,5
5170,7
5170,5
5171,8
5171,5
5171,7
5172,7
5172,5
5172,6
5225,8
5225,7
5225,5
5226,8
5226,7
5227,5
5227,8
5228,7
5228,6
5228,5
5229,5
5229,8
5229,6
5230,5
5230,7
5232,8
5232,6
5232,5
5232,7
5233,8
5233,6
5233,7
5234,5
5234,7
5234,8
5235,6
5235,7
5235,5
5235,8
5236,6
5236,8
5237,7
5237,6
5237,8
5290,6
5290,5
5290,8
5291,7
5291,6
5291,5
5292,6
5292,5
5293,8
5293,7
5293,5
5294,6
5294,8
5295,7
5295,5
5297,6
5297,5
5298,5
5298,8
5298,6
5299,6
5299,8
5300,8
5300,6
5300,7
5301,5
5301,7
5301,8
5302,8
5302,7
5302,6
5342,8
5342,6
5343,8
5343,5
5343,6
5343,7
5344,6
5344,7
5345,7
5345,6
5345,8
5346,6
5346,8
5347,5
5347,8
5347,6
5389,5
5389,8
5390,8
5390,7
5390,5
5391,8
5391,5
5391,6
5391,7
5392,7
5392,8
5393,5
5393,6
5393,7
5394,7
5394,6
5394,8
5435,8
5435,5
5435,6
5436,5
5436,7
5436,8
5437,8
5437,7
5437,6
5438,7
5438,6
5438,8
5439,8
5439,7
5439,6
5440,8
5440,5
5440,7
5479,8
5479,6
5480,7
5480,5
5480,6
5481,8
5481,7
5482,8
5482,7
5482,6
5483,5
5483,8
5484,6
5484,7
5484,5
5508,5
5508,8
5508,7
5509,5
5509,6
5509,8
5510,6
5510,8
5510,7
5511,7
5511,5
5512,7
5512,5
5512,6
5512,8
5513,8
5513,6
5571,5
5571,7
5571,6
5572,6
5572,5
5572,7
5573,7
5573,8
5573,6
5574,8
5574,7
5574,5
5575,6
5575,5
5575,8
5576,5
5576,7
5587,6
5587,5
5587,8
5588,5
5588,8
5589,5
5589,8
5589,6
5590,6
5590,7
5590,8
5591,5
5591,6
5591,8
5592,6
5592,8
5592,5
5621,6
5621,5
5621,8
5622,8
5622,7
5622,6
5622,5
5623,5
5623,6
5624,7
5624,6
5625,7
5625,6
5625,8
5626,5
5626,6
5626,7
5633,7
5633,8
5633,6
5634,8
5634,6
5634,5
5634,7
5635,6
5635,5
5636,8
5636,5
5637,5
5637,7
5638,7
5638,5
5638,6
5669,7
5669,5
5670,6
5670,8
5671,5
5671,6
5671,7
5671,8
5672,5
5672,8
5673,7
5673,5
5674,6
5674,7
5738,5
5738,7
5738,6
5739,5
5739,7
5740,7
5740,5
5741,8
5741,6
5741,5
5742,6
5742,5
5742,8
5743,5
5743,6
5752,6
5752,5
5753,5
5753,6
5753,8
5754,5
5754,6
5755,7
5755,6
5755,8
5756,8
5756,5
5757,5
5757,7
5802,6
5802,5
5802,7
5803,6
5803,7
5803,8
5804,8
5804,5
5805,8
5805,5
5805,7
5806,6
5806,5
5807,8
5807,7
5807,6
5844,6
5844,8
5844,5
5845,6
5845,8
5845,5
5846,8
5846,5
5847,5
5847,6
5847,8
5848,5
5848,6
5848,8
5849,8
5849,5
5849,7
5849,6
5896,7
5896,5
5896,6
5897,8
5897,6
5898,8
5898,6
5899,6
5899,5
5900,5
5900,6
5901,6
5901,8
5901,5
5949,6
5949,5
5949,8
5950,7
5950,5
5950,6
5951,8
5951,6
5952,6
5952,5
5952,7
5953,6
5953,8
5953,5
5954,8
5954,6
5954,5
5961,6
5961,8
5962,5
5962,6
5962,7
5963,8
5963,5
5964,5
5964,8
5964,7
5965,7
5965,8
5965,5
5966,6
5966,7
5966,8
5966,5
6028,6
6028,8
6028,7
6029,8
6029,6
6030,8
6030,7
6031,8
6031,6
6031,5
6032,6
6032,8
6033,8
6033,7
6033,6
6052,8
6052,7
6053,5
6053,7
6053,6
6054,7
6054,6
6055,6
6055,8
